Member_number,Date,itemDescription
3854,26-06-2014,soda
3854,26-06-2014,soda
3855,9/3/2015,tropical fruit
3855,2/12/2015,butter
3855,30-04-2015,pork
3855,18-06-2015,curd
3855,11/1/2014,coffee
3855,8/6/2014,meat
3855,15-07-2014,other vegetables
3855,9/3/2015,citrus fruit
3855,2/12/2015,whole milk
3855,30-04-2015,oil
3855,18-06-2015,domestic eggs
3855,11/1/2014,white wine
3855,8/6/2014,cream cheese 
3855,15-07-2014,yogurt
3855,9/3/2015,chocolate
3855,7/5/2014,specialty chocolate
3855,15-07-2014,specialty bar
3855,7/5/2014,vinegar
3856,6/3/2015,sausage
3856,2/4/2015,whole milk
3856,22-03-2015,sausage
3856,3/3/2014,onions
3856,12/5/2014,other vegetables
3856,6/3/2015,long life bakery product
3856,2/4/2015,newspapers
3856,22-03-2015,sliced cheese
3856,3/3/2014,cat food
3856,12/5/2014,cereals
3856,8/2/2014,yogurt
3856,8/2/2014,long life bakery product
3856,3/3/2014,white wine
3857,1/10/2015,bottled water
3857,4/11/2015,other vegetables
3857,7/11/2014,frankfurter
3857,30-12-2014,soda
3857,3/4/2014,meat spreads
3857,4/11/2015,whole milk
3857,1/10/2015,tropical fruit
3857,4/11/2015,light bulbs
3857,7/11/2014,other vegetables
3857,30-12-2014,other vegetables
3857,3/4/2014,hard cheese
3857,4/11/2015,canned beer
3857,3/4/2014,frozen vegetables
3857,3/4/2014,butter
3858,27-03-2015,rolls/buns
3858,27-03-2015,soda
3859,30-09-2015,canned beer
3859,3/8/2015,dog food
3859,30-09-2015,nuts/prunes
3859,3/8/2015,curd
3860,5/5/2015,whole milk
3860,5/5/2015,frozen vegetables
3860,6/10/2014,rolls/buns
3860,5/5/2015,bottled beer
3860,5/5/2015,specialty cheese
3860,6/10/2014,domestic eggs
3860,5/5/2015,chewing gum
3861,7/7/2015,rolls/buns
3861,7/7/2015,dessert
3861,18-03-2014,pip fruit
3861,7/7/2015,bottled water
3861,7/7/2015,chocolate
3861,18-03-2014,newspapers
3861,12/2/2014,whipped/sour cream
3861,18-03-2014,root vegetables
3861,12/2/2014,sweet spreads
3862,5/3/2015,condensed milk
3862,18-11-2015,sliced cheese
3862,18-11-2015,newspapers
3862,3/4/2014,sausage
3862,14-03-2014,instant coffee
3862,26-12-2014,bottled water
3862,18-11-2015,dog food
3862,5/3/2015,yogurt
3862,18-11-2015,fruit/vegetable juice
3862,18-11-2015,rolls/buns
3862,3/4/2014,cake bar
3862,14-03-2014,onions
3862,26-12-2014,salty snack
3862,18-11-2015,butter
3862,24-03-2014,artif. sweetener
3862,14-03-2014,processed cheese
3862,5/3/2015,butter
3862,18-11-2015,hygiene articles
3862,18-11-2015,yogurt
3862,14-03-2014,dental care
3862,24-03-2014,sugar
3863,13-06-2015,brown bread
3863,5/4/2014,beverages
3863,19-07-2014,citrus fruit
3863,1/9/2014,turkey
3863,10/3/2014,soda
3863,12/9/2014,cake bar
3863,13-06-2015,pet care
3863,5/4/2014,bottled water
3863,19-07-2014,whipped/sour cream
3863,1/9/2014,frozen dessert
3863,10/3/2014,specialty cheese
3863,12/9/2014,red/blush wine
3863,10/3/2014,napkins
3863,1/9/2014,shopping bags
3864,12/12/2015,pip fruit
3864,26-08-2015,bottled water
3864,29-10-2014,pork
3864,26-03-2014,bottled water
3864,30-12-2014,other vegetables
3864,1/5/2014,other vegetables
3864,12/12/2015,specialty bar
3864,26-08-2015,sugar
3864,29-10-2014,soda
3864,26-03-2014,newspapers
3864,30-12-2014,sliced cheese
3864,1/5/2014,cooking chocolate
3864,26-12-2014,long life bakery product
3864,12/12/2015,long life bakery product
3864,26-12-2014,butter
3866,21-04-2015,root vegetables
3866,7/7/2015,chocolate
3866,19-08-2014,onions
3866,20-04-2014,finished products
3866,19-10-2014,root vegetables
3866,21-04-2015,bottled water
3866,7/7/2015,whole milk
3866,19-08-2014,hygiene articles
3866,20-04-2014,cocoa drinks
3866,19-10-2014,bottled beer
3867,7/9/2015,brown bread
3867,10/8/2014,chicken
3867,24-07-2014,pastry
3867,7/9/2015,skin care
3867,10/8/2014,flower soil/fertilizer
3867,24-07-2014,domestic eggs
3867,24-07-2014,napkins
3867,7/9/2015,whipped/sour cream
3868,22-01-2015,tropical fruit
3868,19-08-2015,beef
3868,22-01-2015,citrus fruit
3868,19-08-2015,domestic eggs
3868,19-08-2015,pastry
3869,1/8/2015,sausage
3869,24-05-2014,newspapers
3869,12/8/2014,canned beer
3869,1/8/2015,herbs
3869,24-05-2014,detergent
3869,12/8/2014,white bread
3869,12/8/2014,male cosmetics
3869,12/8/2014,chocolate
3870,21-03-2015,root vegetables
3870,21-02-2015,yogurt
3870,21-03-2015,root vegetables
3870,21-03-2015,processed cheese
3870,21-02-2015,yogurt
3870,21-03-2015,frozen fish
3871,31-07-2015,bottled beer
3871,16-08-2014,whole milk
3871,5/10/2014,rolls/buns
3871,31-07-2015,tropical fruit
3871,16-08-2014,margarine
3871,5/10/2014,salty snack
3871,5/10/2014,waffles
3872,19-03-2015,frankfurter
3872,7/2/2015,whole milk
3872,22-01-2015,sausage
3872,7/8/2015,pork
3872,28-03-2015,specialty chocolate
3872,3/11/2015,beef
3872,23-11-2015,beef
3872,23-11-2015,turkey
3872,3/11/2015,citrus fruit
3872,28-03-2015,turkey
3872,28-07-2014,root vegetables
3872,4/4/2014,yogurt
3872,23-08-2014,yogurt
3872,19-03-2015,whole milk
3872,7/2/2015,frozen vegetables
3872,22-01-2015,root vegetables
3872,7/8/2015,brown bread
3872,28-03-2015,canned beer
3872,3/11/2015,whole milk
3872,23-11-2015,grapes
3872,23-11-2015,shopping bags
3872,3/11/2015,yogurt
3872,28-03-2015,soda
3872,28-07-2014,shopping bags
3872,4/4/2014,condensed milk
3872,23-08-2014,salty snack
3872,4/4/2014,yogurt
3872,23-11-2015,sliced cheese
3872,23-11-2015,bottled water
3872,28-03-2015,dental care
3874,19-07-2014,bottled beer
3874,19-07-2014,fruit/vegetable juice
3876,3/10/2015,other vegetables
3876,25-08-2014,grapes
3876,10/12/2014,domestic eggs
3876,3/10/2015,butter milk
3876,25-08-2014,other vegetables
3876,10/12/2014,hard cheese
3877,17-09-2015,pip fruit
3877,11/1/2015,pork
3877,27-05-2015,tropical fruit
3877,27-06-2014,whole milk
3877,20-06-2014,fruit/vegetable juice
3877,17-09-2015,soda
3877,11/1/2015,whipped/sour cream
3877,27-05-2015,berries
3877,27-06-2014,rolls/buns
3877,20-06-2014,cat food
3877,27-05-2015,chocolate
3877,6/2/2014,soda
3877,20-06-2014,zwieback
3877,17-09-2015,detergent
3877,20-06-2014,frozen dessert
3877,6/2/2014,liquor (appetizer)
3878,28-07-2015,frankfurter
3878,30-04-2015,photo/film
3878,24-07-2015,citrus fruit
3878,30-04-2015,pip fruit
3878,28-07-2015,pork
3878,28-07-2015,tropical fruit
3878,30-04-2015,butter
3878,24-07-2015,rolls/buns
3878,30-04-2015,liquor (appetizer)
3878,28-07-2015,pastry
3878,19-04-2014,misc. beverages
3878,27-11-2014,frozen potato products
3878,30-04-2015,bottled beer
3878,30-04-2015,sweet spreads
3878,19-04-2014,long life bakery product
3878,27-11-2014,rolls/buns
3879,25-06-2015,tropical fruit
3879,3/12/2015,hamburger meat
3879,3/12/2015,tropical fruit
3879,3/12/2014,soda
3879,14-10-2014,tropical fruit
3879,25-06-2015,soda
3879,3/12/2015,whipped/sour cream
3879,3/12/2015,rolls/buns
3879,3/12/2014,specialty bar
3879,14-10-2014,grapes
3879,18-08-2014,brown bread
3879,10/1/2014,curd
3879,3/8/2014,yogurt
3879,25-06-2015,canned vegetables
3879,18-08-2014,dessert
3879,10/1/2014,curd
3879,3/8/2014,whole milk
3879,3/12/2014,tidbits
3881,7/4/2015,meat
3881,2/4/2015,chicken
3881,2/4/2015,frankfurter
3881,16-12-2014,frozen vegetables
3881,20-04-2014,whole milk
3881,4/6/2014,beverages
3881,7/4/2015,canned beer
3881,2/4/2015,other vegetables
3881,2/4/2015,domestic eggs
3881,16-12-2014,frozen vegetables
3881,20-04-2014,other vegetables
3881,4/6/2014,waffles
3881,4/6/2014,specialty chocolate
3881,20-04-2014,rice
3882,19-10-2015,frankfurter
3882,23-04-2015,finished products
3882,23-04-2015,whole milk
3882,18-07-2014,beef
3882,15-08-2014,dessert
3882,19-10-2015,UHT-milk
3882,23-04-2015,other vegetables
3882,23-04-2015,cling film/bags
3882,18-07-2014,pastry
3882,15-08-2014,butter milk
3882,1/8/2014,hard cheese
3882,1/8/2014,sweet spreads
3883,5/10/2015,citrus fruit
3883,5/10/2015,whole milk
3883,5/3/2014,UHT-milk
3883,5/3/2014,sweet spreads
3884,7/4/2015,citrus fruit
3884,12/10/2014,beef
3884,7/4/2015,rolls/buns
3884,12/10/2014,rolls/buns
3884,12/10/2014,butter
3885,15-10-2015,canned beer
3885,13-04-2015,chocolate
3885,15-10-2015,rolls/buns
3885,13-04-2015,seasonal products
3885,13-04-2015,rolls/buns
3886,11/9/2015,soda
3886,18-11-2015,frankfurter
3886,1/4/2015,soda
3886,11/9/2015,butter milk
3886,1/4/2015,sausage
3886,11/9/2015,citrus fruit
3886,18-11-2015,whole milk
3886,1/4/2015,butter milk
3886,11/9/2015,other vegetables
3886,1/4/2015,vinegar
3887,24-09-2014,pork
3887,24-09-2014,shopping bags
3887,24-09-2014,bottled water
3888,13-12-2015,sausage
3888,16-10-2014,pork
3888,13-12-2015,shopping bags
3888,16-10-2014,butter
3889,23-12-2014,other vegetables
3889,22-11-2014,tropical fruit
3889,23-12-2014,soda
3889,22-11-2014,soda
3889,22-11-2014,spices
3890,26-10-2015,root vegetables
3890,11/1/2015,sausage
3890,20-01-2014,newspapers
3890,26-10-2015,white bread
3890,11/1/2015,rolls/buns
3890,20-01-2014,sliced cheese
3890,21-12-2014,soda
3890,26-10-2015,canned fish
3890,21-12-2014,frozen potato products
3891,22-11-2015,brown bread
3891,3/7/2015,rolls/buns
3891,16-02-2015,cat food
3891,13-09-2014,chicken
3891,11/10/2014,flour
3891,3/7/2015,chicken
3891,22-11-2015,sugar
3891,3/7/2015,shopping bags
3891,16-02-2015,newspapers
3891,13-09-2014,pip fruit
3891,11/10/2014,dessert
3891,3/7/2015,hard cheese
3891,16-02-2015,fruit/vegetable juice
3892,20-07-2015,frozen chicken
3892,7/4/2014,newspapers
3892,20-07-2015,herbs
3892,7/4/2014,specialty vegetables
3892,20-07-2015,yogurt
3893,15-04-2015,root vegetables
3893,8/1/2014,salty snack
3893,19-05-2014,pip fruit
3893,9/10/2014,sausage
3893,16-05-2014,soda
3893,15-04-2015,whole milk
3893,8/1/2014,canned beer
3893,19-05-2014,rolls/buns
3893,9/10/2014,newspapers
3893,16-05-2014,roll products 
3893,19-05-2014,shopping bags
3894,13-12-2015,root vegetables
3894,6/11/2015,finished products
3894,25-01-2015,fruit/vegetable juice
3894,13-12-2015,sausage
3894,10/2/2014,specialty vegetables
3894,13-12-2015,cream cheese 
3894,6/11/2015,other vegetables
3894,25-01-2015,root vegetables
3894,13-12-2015,curd
3894,10/2/2014,yogurt
3894,13-12-2015,UHT-milk
3894,25-01-2015,pastry
3895,17-02-2014,other vegetables
3895,2/6/2014,cat food
3895,14-06-2014,curd
3895,17-02-2014,dessert
3895,2/6/2014,soda
3895,14-06-2014,light bulbs
3895,2/6/2014,yogurt
3895,17-02-2014,other vegetables
3895,17-02-2014,fruit/vegetable juice
3895,2/6/2014,margarine
3896,10/9/2015,sausage
3896,6/4/2014,spread cheese
3896,11/7/2014,newspapers
3896,2/4/2014,pip fruit
3896,10/9/2015,dessert
3896,6/4/2014,salty snack
3896,11/7/2014,dishes
3896,2/4/2014,spread cheese
3896,2/4/2014,misc. beverages
3896,6/4/2014,soda
3896,6/4/2014,domestic eggs
3897,23-08-2015,other vegetables
3897,31-05-2015,hamburger meat
3897,1/2/2015,soda
3897,9/12/2014,bottled water
3897,4/11/2014,brown bread
3897,23-08-2015,baking powder
3897,31-05-2015,root vegetables
3897,1/2/2015,UHT-milk
3897,9/12/2014,yogurt
3897,4/11/2014,coffee
3897,23-08-2015,salty snack
3897,9/12/2014,seasonal products
3897,4/11/2014,canned beer
3898,21-08-2015,tropical fruit
3898,11/4/2015,ham
3898,10/11/2014,hamburger meat
3898,25-08-2014,beef
3898,21-08-2015,bottled beer
3898,11/4/2015,pork
3898,10/11/2014,whipped/sour cream
3898,25-08-2014,newspapers
3898,11/4/2015,soda
3899,23-03-2015,other vegetables
3899,24-12-2015,bottled water
3899,22-04-2015,rolls/buns
3899,22-04-2015,sausage
3899,22-04-2015,curd
3899,22-04-2015,whole milk
3899,27-01-2014,soda
3899,22-04-2014,white bread
3899,23-03-2015,tropical fruit
3899,24-12-2015,UHT-milk
3899,22-04-2015,butter milk
3899,22-04-2015,margarine
3899,22-04-2015,white bread
3899,22-04-2015,yogurt
3899,27-01-2014,whole milk
3899,22-04-2014,brown bread
3900,20-12-2015,tropical fruit
3900,7/7/2015,sausage
3900,12/6/2014,packaged fruit/vegetables
3900,23-01-2014,canned vegetables
3900,5/8/2014,other vegetables
3900,20-12-2015,sausage
3900,7/7/2015,pasta
3900,12/6/2014,pudding powder
3900,23-01-2014,pasta
3900,5/8/2014,curd
3900,5/8/2014,yogurt
3900,12/6/2014,shopping bags
3900,12/6/2014,coffee
3900,5/8/2014,pudding powder
3901,30-11-2014,curd
3901,14-02-2014,rolls/buns
3901,30-11-2014,coffee
3901,14-02-2014,whole milk
3902,29-11-2015,ham
3902,27-10-2014,rolls/buns
3902,19-06-2014,root vegetables
3902,29-11-2015,whole milk
3902,27-10-2014,male cosmetics
3902,19-06-2014,canned beer
3902,27-10-2014,liquor (appetizer)
3903,6/10/2015,canned beer
3903,6/2/2015,other vegetables
3903,6/10/2015,citrus fruit
3903,23-04-2014,rolls/buns
3903,16-04-2014,butter
3903,20-02-2014,root vegetables
3903,6/2/2015,hygiene articles
3903,6/10/2015,rolls/buns
3903,6/2/2015,dessert
3903,6/10/2015,condensed milk
3903,23-04-2014,fruit/vegetable juice
3903,16-04-2014,bottled water
3903,20-02-2014,seasonal products
3903,6/2/2015,margarine
3903,7/4/2014,baking powder
3903,6/2/2015,fruit/vegetable juice
3903,6/10/2015,skin care
3903,6/2/2015,hygiene articles
3903,7/4/2014,fruit/vegetable juice
3904,11/5/2015,sausage
3904,30-01-2015,citrus fruit
3904,24-09-2014,beef
3904,11/5/2015,grapes
3904,11/5/2015,berries
3904,30-01-2015,whipped/sour cream
3904,24-09-2014,newspapers
3904,11/5/2015,curd
3905,19-06-2015,berries
3905,25-01-2014,fruit/vegetable juice
3905,4/4/2014,domestic eggs
3905,3/2/2014,ice cream
3905,11/5/2014,other vegetables
3905,9/6/2014,rolls/buns
3905,6/10/2014,soda
3905,19-06-2015,frozen meals
3905,25-01-2014,soft cheese
3905,4/4/2014,whole milk
3905,3/2/2014,meat spreads
3905,11/5/2014,soda
3905,9/6/2014,bottled beer
3905,6/10/2014,root vegetables
3905,19-06-2015,shopping bags
3905,4/4/2014,bottled beer
3906,16-06-2015,pip fruit
3906,30-10-2014,citrus fruit
3906,16-06-2015,pasta
3906,30-10-2014,sauces
3907,25-10-2015,other vegetables
3907,24-06-2015,ham
3907,25-10-2015,frankfurter
3907,9/5/2014,other vegetables
3907,25-10-2015,other vegetables
3907,24-06-2015,whipped/sour cream
3907,25-10-2015,newspapers
3907,9/5/2014,other vegetables
3907,25-10-2015,spread cheese
3908,10/7/2015,sausage
3908,27-04-2014,flour
3908,10/7/2015,pot plants
3908,27-04-2014,pastry
3909,9/2/2015,tropical fruit
3909,9/2/2015,flower soil/fertilizer
3909,16-09-2014,tropical fruit
3909,13-08-2014,root vegetables
3909,16-11-2014,specialty bar
3909,7/11/2014,yogurt
3909,6/9/2014,red/blush wine
3909,9/2/2015,flour
3909,9/2/2015,specialty bar
3909,16-09-2014,berries
3909,13-08-2014,rice
3909,16-11-2014,rolls/buns
3909,7/11/2014,napkins
3909,6/9/2014,yogurt
3909,16-11-2014,processed cheese
3909,16-09-2014,mayonnaise
3910,28-02-2015,sausage
3910,18-12-2015,liver loaf
3910,18-12-2015,rolls/buns
3910,17-02-2014,pet care
3910,30-12-2014,newspapers
3910,18-12-2015,rolls/buns
3910,28-02-2015,photo/film
3910,18-12-2015,other vegetables
3910,18-12-2015,rolls/buns
3910,17-02-2014,soda
3910,30-12-2014,butter
3910,18-12-2015,packaged fruit/vegetables
3910,18-12-2015,flower (seeds)
3910,18-12-2015,shopping bags
3911,30-07-2015,sausage
3911,23-08-2015,UHT-milk
3911,15-02-2015,frankfurter
3911,5/3/2015,specialty cheese
3911,1/8/2014,other vegetables
3911,15-02-2015,dessert
3911,30-07-2015,dessert
3911,23-08-2015,salt
3911,15-02-2015,pet care
3911,5/3/2015,brown bread
3911,1/8/2014,margarine
3911,15-02-2015,soda
3911,5/3/2015,margarine
3911,24-03-2014,mayonnaise
3911,15-02-2015,whipped/sour cream
3911,24-03-2014,chocolate
3912,6/1/2015,berries
3912,8/11/2014,soda
3912,8/12/2014,yogurt
3912,6/1/2015,rolls/buns
3912,8/11/2014,yogurt
3912,8/12/2014,cream cheese 
3912,6/1/2015,pastry
3913,19-02-2015,ham
3913,21-03-2015,canned beer
3913,11/4/2014,canned beer
3913,6/5/2014,other vegetables
3913,19-02-2015,other vegetables
3913,21-03-2015,frozen meals
3913,11/4/2014,tropical fruit
3913,6/5/2014,bottled beer
3913,21-03-2015,pastry
3913,6/5/2014,rolls/buns
3913,6/5/2014,shopping bags
3913,11/4/2014,newspapers
3914,8/1/2015,canned beer
3914,28-11-2014,shopping bags
3914,8/1/2015,cake bar
3914,28-11-2014,rolls/buns
3914,12/11/2014,rolls/buns
3914,12/11/2014,specialty bar
3915,21-05-2015,misc. beverages
3915,21-01-2015,frankfurter
3915,5/3/2015,pork
3915,11/9/2015,whole milk
3915,30-09-2015,frankfurter
3915,21-05-2015,bottled beer
3915,11/9/2015,rolls/buns
3915,5/3/2015,tropical fruit
3915,14-04-2014,pastry
3915,5/12/2014,pip fruit
3915,24-09-2014,other vegetables
3915,11/6/2014,other vegetables
3915,9/8/2014,ham
3915,21-05-2015,other vegetables
3915,21-01-2015,hard cheese
3915,5/3/2015,pip fruit
3915,11/9/2015,canned fruit
3915,30-09-2015,pip fruit
3915,21-05-2015,cream cheese 
3915,11/9/2015,onions
3915,5/3/2015,brown bread
3915,14-04-2014,semi-finished bread
3915,5/12/2014,soda
3915,24-09-2014,shopping bags
3915,11/6/2014,coffee
3915,9/8/2014,bathroom cleaner
3915,30-09-2015,brown bread
3915,24-09-2014,other vegetables
3915,5/12/2014,domestic eggs
3915,11/9/2015,soda
3915,21-01-2015,bottled beer
3916,4/10/2015,whole milk
3916,24-05-2014,canned beer
3916,22-05-2014,tropical fruit
3916,4/10/2015,citrus fruit
3916,24-05-2014,dishes
3916,22-05-2014,onions
3917,13-09-2015,whipped/sour cream
3917,14-02-2014,sausage
3917,3/4/2014,ham
3917,6/3/2014,grapes
3917,30-05-2014,pip fruit
3917,13-09-2015,shopping bags
3917,14-02-2014,whipped/sour cream
3917,3/4/2014,other vegetables
3917,6/3/2014,butter
3917,30-05-2014,hard cheese
3917,13-09-2015,soda
3917,14-02-2014,soda
3917,30-05-2014,detergent
3918,22-06-2015,whipped/sour cream
3918,4/5/2014,salty snack
3918,10/8/2014,rolls/buns
3918,6/12/2014,tropical fruit
3918,14-12-2014,butter
3918,20-03-2014,brown bread
3918,22-06-2015,beef
3918,4/5/2014,waffles
3918,10/8/2014,canned beer
3918,6/12/2014,chewing gum
3918,14-12-2014,specialty chocolate
3918,20-03-2014,napkins
3918,4/5/2014,specialty cheese
3919,7/10/2015,whipped/sour cream
3919,9/2/2015,curd
3919,9/2/2015,sausage
3919,15-02-2014,berries
3919,8/2/2014,canned beer
3919,7/10/2015,root vegetables
3919,9/2/2015,margarine
3919,9/2/2015,long life bakery product
3919,15-02-2014,pastry
3919,8/2/2014,bottled beer
3920,10/5/2015,beverages
3920,17-02-2014,soda
3920,11/1/2014,whole milk
3920,23-02-2014,pastry
3920,10/5/2015,margarine
3920,10/5/2015,napkins
3920,17-02-2014,whole milk
3920,11/1/2014,coffee
3920,23-02-2014,brown bread
3920,10/5/2015,napkins
3920,17-02-2014,brandy
3921,16-06-2014,chicken
3921,6/11/2014,rolls/buns
3921,2/2/2014,hard cheese
3921,18-06-2014,rolls/buns
3921,16-06-2014,misc. beverages
3921,6/11/2014,brown bread
3921,2/2/2014,coffee
3921,18-06-2014,cream cheese 
3922,27-02-2015,dessert
3922,24-06-2015,whole milk
3922,28-08-2015,citrus fruit
3922,1/4/2015,citrus fruit
3922,28-08-2015,yogurt
3922,28-08-2015,citrus fruit
3922,1/4/2015,beef
3922,28-08-2015,sausage
3922,29-05-2014,soda
3922,27-02-2015,chocolate
3922,24-06-2015,grapes
3922,28-08-2015,hard cheese
3922,1/4/2015,rolls/buns
3922,28-08-2015,napkins
3922,28-08-2015,margarine
3922,1/4/2015,whole milk
3922,28-08-2015,cream cheese 
3922,29-05-2014,yogurt
3923,27-01-2015,frankfurter
3923,28-06-2014,shopping bags
3923,19-12-2014,root vegetables
3923,27-01-2015,butter
3923,28-06-2014,other vegetables
3923,19-12-2014,bottled water
3923,27-01-2015,bottled beer
3923,28-06-2014,canned vegetables
3924,7/2/2015,pork
3924,29-10-2015,domestic eggs
3924,7/2/2015,cookware
3924,7/2/2015,root vegetables
3924,7/2/2015,canned beer
3924,12/1/2014,hamburger meat
3924,29-10-2015,root vegetables
3924,7/2/2015,whole milk
3924,29-10-2015,semi-finished bread
3924,7/2/2015,bottled water
3924,7/2/2015,oil
3924,7/2/2015,whole milk
3924,12/1/2014,pastry
3924,29-10-2015,curd
3925,25-03-2015,turkey
3925,25-03-2015,beef
3925,25-03-2015,root vegetables
3925,25-03-2015,margarine
3925,26-07-2014,bottled water
3925,25-03-2015,shopping bags
3925,25-03-2015,curd
3925,26-07-2014,margarine
3926,7/6/2015,sausage
3926,30-06-2015,whipped/sour cream
3926,23-03-2015,yogurt
3926,20-08-2015,canned beer
3926,20-08-2015,cooking chocolate
3926,22-02-2014,salty snack
3926,10/2/2014,onions
3926,23-03-2015,yogurt
3926,7/6/2015,shopping bags
3926,30-06-2015,rolls/buns
3926,23-03-2015,other vegetables
3926,20-08-2015,white bread
3926,20-08-2015,curd
3926,22-02-2014,red/blush wine
3926,10/2/2014,cat food
3926,23-03-2015,sliced cheese
3926,20-08-2015,mustard
3926,20-08-2015,chocolate
3927,3/9/2015,tropical fruit
3927,9/12/2015,bottled water
3927,26-09-2014,whipped/sour cream
3927,3/9/2015,other vegetables
3927,3/9/2015,frozen meals
3927,9/12/2015,rolls/buns
3927,26-09-2014,sugar
3927,3/9/2015,pastry
3927,26-09-2014,brown bread
3928,18-07-2015,butter milk
3928,26-09-2015,whole milk
3928,18-07-2015,soda
3928,7/8/2014,citrus fruit
3928,18-07-2015,ham
3928,26-09-2015,domestic eggs
3928,18-07-2015,bottled beer
3928,7/8/2014,shopping bags
3928,7/8/2014,domestic eggs
3928,18-07-2015,detergent
3929,28-04-2015,root vegetables
3929,30-07-2015,specialty cheese
3929,6/11/2015,pork
3929,10/1/2014,semi-finished bread
3929,28-04-2015,root vegetables
3929,30-07-2015,yogurt
3929,6/11/2015,spread cheese
3929,10/1/2014,dish cleaner
3929,28-04-2015,frozen vegetables
3930,12/7/2015,citrus fruit
3930,31-05-2014,tropical fruit
3930,12/7/2015,root vegetables
3930,12/7/2015,yogurt
3930,31-05-2014,curd
3930,12/7/2015,soft cheese
3930,31-05-2014,brown bread
3930,31-05-2014,pastry
3931,8/3/2015,soda
3931,9/10/2014,tropical fruit
3931,19-07-2014,ham
3931,22-06-2014,margarine
3931,26-10-2014,canned beer
3931,8/3/2015,bottled beer
3931,9/10/2014,coffee
3931,19-07-2014,pastry
3931,22-06-2014,frozen vegetables
3931,26-10-2014,long life bakery product
3931,9/10/2014,canned vegetables
3931,8/3/2015,brown bread
3931,22-06-2014,baking powder
3932,7/5/2014,coffee
3932,7/5/2014,bottled beer
3933,12/7/2014,waffles
3933,12/7/2014,shopping bags
3933,2/12/2014,hard cheese
3933,2/12/2014,salty snack
3934,27-03-2015,whole milk
3934,1/5/2015,shopping bags
3934,1/5/2015,whole milk
3934,24-09-2014,specialty bar
3934,27-03-2015,whipped/sour cream
3934,1/5/2015,cling film/bags
3934,1/5/2015,bottled beer
3934,24-09-2014,bottled beer
3934,27-03-2014,rolls/buns
3934,1/5/2015,newspapers
3934,27-03-2014,margarine
3935,2/7/2015,sausage
3935,12/4/2014,yogurt
3935,2/7/2015,berries
3935,12/4/2014,tropical fruit
3935,2/7/2015,rolls/buns
3935,19-10-2014,rolls/buns
3935,12/4/2014,specialty bar
3935,19-10-2014,waffles
3936,6/8/2014,ham
3936,27-06-2014,other vegetables
3936,6/8/2014,pickled vegetables
3936,27-06-2014,domestic eggs
3937,4/5/2015,sparkling wine
3937,19-11-2015,tropical fruit
3937,25-04-2015,white wine
3937,2/10/2014,rolls/buns
3937,4/5/2015,butter
3937,19-11-2015,salty snack
3937,25-04-2015,citrus fruit
3937,2/10/2014,soda
3937,8/10/2014,UHT-milk
3937,8/10/2014,tea
3938,26-05-2015,berries
3938,18-05-2015,whole milk
3938,31-07-2015,meat
3938,11/10/2014,citrus fruit
3938,23-04-2014,chicken
3938,16-08-2014,other vegetables
3938,29-07-2014,pip fruit
3938,26-05-2015,ham
3938,18-05-2015,pork
3938,31-07-2015,other vegetables
3938,11/10/2014,shopping bags
3938,23-04-2014,whipped/sour cream
3938,16-08-2014,bottled water
3938,29-07-2014,white bread
3938,16-08-2014,cereals
3938,23-04-2014,canned vegetables
3939,10/2/2015,curd
3939,25-09-2014,pip fruit
3939,10/2/2015,cake bar
3939,25-09-2014,abrasive cleaner
3939,10/2/2015,ketchup
3940,16-01-2015,beef
3940,9/3/2015,bottled water
3940,16-01-2015,semi-finished bread
3940,9/3/2015,root vegetables
3941,10/11/2014,berries
3941,10/11/2014,curd
3941,10/11/2014,specialty cheese
3942,10/11/2015,other vegetables
3942,4/4/2015,condensed milk
3942,4/4/2015,whole milk
3942,16-12-2014,hamburger meat
3942,5/11/2014,dish cleaner
3942,7/3/2014,white wine
3942,6/5/2014,canned fish
3942,1/1/2014,other vegetables
3942,18-04-2014,soda
3942,10/11/2015,rolls/buns
3942,4/4/2015,other vegetables
3942,4/4/2015,soups
3942,16-12-2014,flour
3942,5/11/2014,whole milk
3942,7/3/2014,condensed milk
3942,6/5/2014,rolls/buns
3942,1/1/2014,yogurt
3942,18-04-2014,shopping bags
3942,1/1/2014,Instant food products
3942,5/11/2014,frozen vegetables
3942,5/11/2014,waffles
3942,16-12-2014,cling film/bags
3942,6/5/2014,domestic eggs
3943,3/4/2014,baking powder
3943,3/4/2014,condensed milk
3944,3/1/2015,onions
3944,3/1/2015,cream cheese 
3944,3/1/2015,baking powder
3945,4/10/2015,seasonal products
3945,25-01-2014,pip fruit
3945,4/10/2015,onions
3945,25-01-2014,rolls/buns
3945,15-10-2014,margarine
3945,15-10-2014,cereals
3946,19-06-2015,butter milk
3946,19-11-2015,root vegetables
3946,13-02-2015,newspapers
3946,19-04-2014,whole milk
3946,19-06-2015,berries
3946,19-06-2015,citrus fruit
3946,19-11-2015,newspapers
3946,13-02-2015,whipped/sour cream
3946,19-04-2014,roll products 
3946,19-06-2015,napkins
3946,26-12-2014,salt
3946,26-12-2014,cake bar
3946,19-04-2014,rice
3947,16-04-2015,rolls/buns
3947,13-06-2015,meat
3947,13-05-2014,pip fruit
3947,8/2/2014,photo/film
3947,16-04-2015,packaged fruit/vegetables
3947,13-06-2015,liver loaf
3947,13-05-2014,newspapers
3947,8/2/2014,chewing gum
